dor_code,municipality,fiscal_year,general_government,public_safety,education,public_works,human_services,culture_recreation,fixed_costs,intergov_assessments,other,debt_service,total_expenditures
317,Wellesley,2010,"7,988,888","10,115,126","53,345,134","7,330,610","939,832","2,641,948","14,632,704","1,051,076","-33,220","10,838,934","108,851,032"
344,Winchester,2010,"3,659,803","7,496,774","31,923,410","7,736,890","453,052","1,544,268","12,239,661","463,872","1,070,529","9,646,007","76,234,266"
010,Arlington,2009,"5,084,724","12,943,193","40,126,629","7,402,343","724,504","2,982,539","25,628,917","2,645,607","460,038","7,449,712","105,448,206"
046,Brookline,2009,"12,366,076","28,141,128","73,794,431","13,670,118","1,950,819","6,951,910","35,997,394","5,493,891",0,"12,290,160","190,655,927"
065,Cohasset,2009,"1,519,100","3,981,961","14,390,546","2,459,239","329,017","629,377","3,929,804","1,308,125","17,894","4,017,130","32,582,193"
082,Duxbury,2009,"2,358,109","6,600,588","26,486,898","3,122,804","501,902","1,975,524","11,237,145","259,473",505,"3,250,970","55,793,918"
100,Framingham,2009,"7,588,935","24,239,723","92,834,325","11,924,258","1,148,754","5,076,887","44,845,463","3,351,308","8,602","8,456,511","199,474,766"
131,Hingham,2009,"3,148,690","10,415,556","35,129,776","5,682,324","816,439","1,632,852","7,253,610","2,732,683","11,769","5,120,576","71,944,275"
155,Lexington,2009,"12,686,695","10,566,330","64,500,794","8,145,496","685,849","2,711,738","22,890,888","679,078",0,"9,459,023","132,325,891"
168,Marblehead,2009,"1,971,047","6,307,110","26,856,849","4,393,350","458,590","1,978,904","12,746,799","1,457,485",0,"4,249,372","60,419,506"
178,Melrose,2009,"2,720,185","7,343,224","27,733,341","4,575,932","766,317","1,718,116","18,366,632","2,822,153","437,953","4,441,394","70,925,247"
198,Natick,2009,"4,662,853","12,575,484","44,033,301","7,488,948","1,033,155","2,425,782","17,461,208","1,476,900",0,"6,818,921","97,976,552"
199,Needham,2009,"5,537,778","11,868,653","47,723,747","4,872,726","938,291","1,805,156","16,367,737","1,055,982","454,735","8,355,323","98,980,128"
284,Stoneham,2009,"1,936,422","6,370,978","22,182,903","3,151,507","281,065","1,713,072","10,438,320","2,128,491","35,980","4,762,072","53,000,810"
291,Swampscott,2009,"1,879,281","6,000,039","21,629,024","1,172,098","1,319,241","593,357","7,569,316","975,144",0,"6,124,762","47,262,262"
317,Wellesley,2009,"7,213,507","10,223,167","50,108,110","7,500,452","932,845","2,590,092","14,037,839","1,018,870","6,421","9,372,866","103,004,169"
344,Winchester,2009,"7,715,715","7,911,227","31,457,588","8,034,528","176,957","1,513,341","10,784,393","450,095",0,"6,633,250","74,677,094"
010,Arlington,2008,"4,561,264","11,953,110","40,199,933","7,560,056","671,263","2,787,743","25,191,564","2,622,634","638,270","18,594,386","114,780,223"
046,Brookline,2008,"11,203,008","26,915,155","68,709,239","12,454,642","1,819,321","7,264,628","34,761,771","5,410,405","4,354,324","13,824,443","186,716,936"
065,Cohasset,2008,"1,544,206","3,961,604","13,877,311","2,256,841","318,367","632,596","3,832,343","1,298,537",498,"4,659,982","32,382,285"
082,Duxbury,2008,"2,510,198","6,120,862","26,068,307","2,975,797","469,551","1,937,419","13,974,368","251,748","2,435","4,743,122","59,053,807"
100,Framingham,2008,"7,210,428","22,850,758","91,169,144","12,857,820","1,029,852","5,087,002","41,905,109","3,549,205",0,"8,018,241","193,677,559"
131,Hingham,2008,"3,176,662","9,913,955","33,842,231","4,965,769","753,745","1,660,400","7,402,520","2,677,907","9,842","4,829,886","69,232,917"
155,Lexington,2008,"5,069,020","10,351,721","66,779,597","7,353,701","731,546","2,728,948","23,020,817","686,756","4,088","8,207,917","124,934,111"
168,Marblehead,2008,"2,087,710","6,056,970","25,916,862","3,941,811","428,665","1,660,200","14,051,616","1,340,304",0,"4,239,169","59,723,307"
178,Melrose,2008,"2,495,783","7,816,256","26,707,876","3,866,377","657,786","1,629,226","18,852,627","2,895,401","466,107","3,273,137","68,660,576"
198,Natick,2008,"6,774,080","11,722,777","42,099,486","6,431,598","1,073,191","2,396,948","17,904,645",0,0,"12,211,328","100,614,053"
199,Needham,2008,"4,677,280","11,575,419","45,403,457","4,404,013","853,475","1,757,408","15,401,604","1,044,511","497,627","7,272,655","92,887,449"
284,Stoneham,2008,"1,859,914","5,960,637","21,715,132","3,149,473","333,486","1,679,031","11,319,823","2,045,264","36,065","4,883,680","52,982,505"
291,Swampscott,2008,"1,773,718","5,854,727","21,580,152","1,066,946","1,307,624","580,922","7,462,800","845,641",0,"6,580,748","47,053,278"
317,Wellesley,2008,"3,890,343","9,546,962","48,993,299","7,791,803","828,845","2,964,713","14,014,361","1,009,686","-156,449","8,068,646","96,952,209"
344,Winchester,2008,"7,836,693","7,598,484","29,715,307","7,659,117","171,446","1,521,246","11,041,488","459,950",0,"5,952,687","71,956,418"
010,Arlington,2007,"4,474,152","11,937,613","38,913,833","5,966,447","734,029","2,849,107","24,160,576","2,579,291","450,947","7,550,826","99,616,821"
046,Brookline,2007,"12,219,549","27,115,817","65,126,712","12,908,584","1,838,460","7,020,520","32,545,112","5,375,086","108,164","14,268,142","178,526,146"
065,Cohasset,2007,"1,428,629","3,907,010","13,045,764","2,090,384","312,703","612,465","3,405,034","1,272,727","190,477","4,490,936","30,756,129"
082,Duxbury,2007,"2,103,002","5,852,798","24,913,695","2,802,753","432,864","1,899,257","11,314,166","244,762","16,850","3,492,599","53,072,746"
100,Framingham,2007,"7,257,828","22,015,542","87,701,826","10,167,899","1,039,554","4,379,147","38,945,246","3,315,267",0,"8,054,951","182,877,260"
131,Hingham,2007,"3,430,683","9,512,341","31,724,189","4,083,384","714,862","1,560,396","7,121,021","2,611,818","85,428","4,884,213","65,728,335"
155,Lexington,2007,"4,379,886","9,663,226","63,436,428","6,320,487","753,950","2,686,728","20,284,780","673,599","50,251","9,183,414","117,432,749"
168,Marblehead,2007,"2,124,327","6,099,945","24,436,434","3,869,218","410,020","1,638,765","14,404,346","2,156,712",0,"4,858,479","59,998,246"
178,Melrose,2007,"2,356,390","6,661,523","23,230,013","3,833,930","637,976","1,561,990","17,196,663","2,426,524","214,431","3,126,948","61,246,388"
198,Natick,2007,"5,550,736","11,560,422","39,340,301","5,623,808","938,469","2,307,027","16,487,310","1,492,961","312,980","6,867,254","90,481,268"
199,Needham,2007,"4,131,142","11,008,960","43,683,160","3,629,437","823,556","1,680,891","14,321,017","1,020,628","612,221","7,165,726","88,076,738"
284,Stoneham,2007,"1,713,647","6,088,007","20,669,149","2,716,913","362,332","1,605,946","10,462,273","2,029,781","71,814","4,954,437","50,674,299"
291,Swampscott,2007,"2,027,528","5,715,685","21,241,382","814,158","1,186,575","621,115","7,567,477","524,783",0,"5,544,023","45,242,726"
317,Wellesley,2007,"3,636,559","9,291,185","47,786,037","6,858,880","755,759","3,642,509","12,548,366","993,897","5,844","8,510,042","94,029,078"
344,Winchester,2007,"5,209,246","7,509,901","28,583,741","5,901,014","409,523","1,463,963","10,836,604","1,950,657",0,"6,487,527","68,352,176"
010,Arlington,2006,"4,508,146","11,642,555","36,370,688","5,530,533","661,047","2,730,235","29,317,087","2,505,816","317,639","7,404,506","100,988,252"
046,Brookline,2006,"10,787,649","26,195,248","62,851,151","13,221,815","1,765,849","7,220,217","29,290,151","5,084,477",0,"13,831,466","170,248,023"
065,Cohasset,2006,"1,289,569","3,896,673","12,484,711","1,939,307","294,415","569,237","3,305,487","1,077,581",0,"4,685,250","29,542,230"
082,Duxbury,2006,"2,339,106","5,650,558","25,154,031","2,917,422","416,172","1,416,402","10,643,005","283,910","39,134","2,862,664","51,722,404"
100,Framingham,2006,"7,046,709","20,844,780","83,015,231","9,468,477","897,105","4,049,276","37,106,498","3,460,047",0,"9,554,402","175,442,525"
131,Hingham,2006,"2,570,709","9,250,342","30,574,162","4,124,837","637,710","1,435,703","6,335,594","2,193,591","79,141","4,943,534","62,145,323"
155,Lexington,2006,"3,876,707","9,364,572","71,732,234","6,399,656","564,512","2,511,497","22,692,396","643,387","5,020,325","8,460,610","131,265,896"
168,Marblehead,2006,"1,880,828","5,522,514","22,975,453","3,773,074","389,558","1,507,409","20,423,702","2,217,767",0,"5,179,934","63,870,239"
178,Melrose,2006,"2,122,339","6,752,946","22,546,832","3,205,795","563,402","1,478,406","13,278,359","2,025,456","208,797","2,397,443","54,579,775"
198,Natick,2006,"5,565,458","11,042,221","37,983,142","5,974,270","865,221","2,270,323","14,667,815","4,599,251","428,259","7,547,438","90,943,398"
199,Needham,2006,"3,879,888","10,692,826","41,702,443","3,695,869","827,496","1,520,103","13,452,961","964,759","1,684,047","7,277,648","85,698,040"
284,Stoneham,2006,"1,703,033","6,985,545","22,303,159","2,889,837","345,583","1,816,886","6,397,123","1,691,238","33,618","4,952,215","49,118,237"
291,Swampscott,2006,"1,686,434","5,442,414","20,153,694","806,848","1,192,601","613,208","7,078,864","521,258",0,"3,431,337","40,926,658"
317,Wellesley,2006,"3,719,406","8,928,856","44,242,399","7,336,512","784,197","3,370,380","11,087,967","932,492","57,992","6,458,444","86,918,645"
344,Winchester,2006,"4,870,000","7,347,117","26,099,276","5,499,428","391,203","1,362,132","9,875,122","430,048",0,"5,333,515","61,207,841"
010,Arlington,2005,"4,535,729","11,417,277","34,020,638","8,638,856","606,699","2,564,961","27,973,856","2,651,177","361,039","12,037,452","104,807,684"
046,Brookline,2005,"12,211,085","25,373,371","60,438,282","13,742,331","1,652,626","6,481,806","30,467,373","5,352,984",0,"13,247,416","168,967,274"
065,Cohasset,2005,"1,569,137","3,750,806","12,124,984","2,024,223","291,071","534,151","3,056,062","859,928",0,"4,352,578","28,562,940"
082,Duxbury,2005,"1,959,418","4,889,172","23,117,229","3,488,124","344,538","1,345,905","9,027,674","327,869","293,390","2,562,899","47,356,218"
100,Framingham,2005,"6,205,959","20,033,257","80,626,155","9,396,152","858,941","3,791,017","56,810,396","3,598,304",0,"9,744,957","191,065,138"
131,Hingham,2005,"2,393,878","8,419,126","28,553,969","4,478,848","591,316","1,401,695","6,337,104","1,926,044","76,991","4,939,294","59,118,265"
155,Lexington,2005,"3,557,060","8,990,490","67,157,374","6,133,683","539,078","2,430,490","17,711,839","679,137","4,552,528","10,796,150","122,547,829"
168,Marblehead,2005,"1,717,563","5,576,447","21,573,648","3,849,500","357,473","1,417,680","17,473,815","2,094,128",0,"5,050,423","59,110,677"
178,Melrose,2005,"2,107,707","7,491,446","22,671,787","3,752,905","457,582","1,320,456","12,312,647","1,999,085","84,145","1,703,254","53,901,014"
198,Natick,2005,"5,223,351","10,820,596","36,809,046","4,812,136","850,231","2,060,057","12,811,991","4,524,318","346,826","7,391,411","85,649,963"
199,Needham,2005,"4,010,712","10,211,325","38,562,947","4,178,380","847,053","1,442,533","13,085,224","965,727","74,316","5,199,621","78,577,838"
284,Stoneham,2005,"1,874,879","6,770,392","21,237,111","2,904,719","386,433","1,616,400","6,067,965","1,516,865","35,448","5,027,573","47,437,785"
291,Swampscott,2005,"1,705,442","5,263,649","19,337,088","1,052,709","1,208,835","594,236","6,144,800","470,329",0,"2,867,626","38,644,714"
317,Wellesley,2005,"3,911,479","8,606,097","41,469,878","7,483,967","772,329","3,341,138","9,382,858","989,645",0,"5,428,940","81,386,331"
344,Winchester,2005,"6,847,796","6,892,433","25,429,528","3,918,584","362,620","1,315,128","9,270,485","1,850,491",0,"3,980,796","59,867,861"
010,Arlington,2004,"4,102,800","10,860,568","31,291,015","8,078,642","526,931","2,431,480","25,020,879","2,756,005","345,010","6,117,791","91,531,121"
046,Brookline,2004,"9,504,527","24,174,066","57,061,675","12,309,271","1,632,867","6,397,662","42,123,160","5,460,231","316,455","21,184,295","180,164,209"
065,Cohasset,2004,"1,697,458","3,692,846","11,597,031","1,730,491","267,342","527,592","2,780,930","761,146","160,997","3,639,050","26,854,883"
082,Duxbury,2004,"1,830,959","4,804,584","23,303,615","3,254,325","365,165","1,368,139","8,383,457",0,"268,000","2,640,687","46,218,931"
100,Framingham,2004,"5,903,924","19,276,567","78,497,361","8,384,337","867,603","3,441,453","30,693,873","3,319,346",0,"9,611,682","159,996,146"
131,Hingham,2004,"2,162,242","7,763,526","26,800,657","3,886,592","594,117","1,308,900","5,707,555","1,656,636","82,701","5,308,299","55,271,225"
155,Lexington,2004,"3,520,393","7,900,309","63,709,815","5,449,883","472,490","2,295,651","16,163,641","726,143","4,264,924","8,315,678","112,818,927"
168,Marblehead,2004,"1,734,463","5,610,149","22,013,717","3,818,668","360,638","1,442,631","15,468,354","1,714,756",0,"4,287,093","56,450,469"
178,Melrose,2004,"2,106,032","6,781,391","21,806,164","3,569,783","481,669","1,617,609","11,433,446","1,761,703",0,"1,851,335","51,409,132"
198,Natick,2004,"5,067,720","10,413,280","34,531,577","4,352,069","910,297","1,922,711","12,149,547","4,414,381","321,099","6,684,957","80,767,638"
199,Needham,2004,"7,419,356","9,463,535","33,353,795","3,476,777","806,106","2,183,311","10,787,640","1,338,580","4,012,603","4,343,543","77,185,246"
284,Stoneham,2004,"2,005,476","7,028,257","22,352,866","2,803,998","457,856","1,661,728","4,832,126","1,325,144","34,524","5,166,064","47,668,039"
291,Swampscott,2004,"1,916,495","5,123,582","17,442,776","979,792","1,137,781","570,864","5,672,045","518,898",0,"2,645,293","36,007,526"
317,Wellesley,2004,"3,382,560","8,524,845","38,447,695","6,983,966","761,321","3,043,215","8,566,882","1,041,780",0,"4,371,932","75,124,196"
344,Winchester,2004,"7,342,927","6,519,991","25,177,025","3,482,875","353,303","1,304,808","8,536,467","1,912,282",0,"4,007,127","58,636,805"
010,Arlington,2003,"4,073,156","10,728,194","30,540,705","7,511,053","557,499","2,442,939","23,788,719","2,860,897","342,714","6,552,440","89,398,316"
046,Brookline,2003,"9,882,987","24,109,258","55,850,462","11,486,577","1,623,973","6,254,181","37,678,671","5,638,706","311,225","23,336,870","176,172,910"
065,Cohasset,2003,"1,487,490","3,580,577","10,900,747","1,616,011","245,398","500,110","2,560,375","901,636",0,"4,120,434","25,912,778"
082,Duxbury,2003,"1,906,149","4,769,511","22,685,455","3,286,425","364,011","1,456,342","7,796,095",0,0,"2,135,655","44,399,643"
100,Framingham,2003,"6,646,594","19,509,302","77,874,590","8,272,888","885,906","3,634,545","27,027,495","2,786,174",0,"9,011,213","155,648,707"
131,Hingham,2003,"2,196,472","7,629,843","26,160,057","4,216,983","596,245","1,286,571","5,238,117","1,521,000","145,651","5,318,104","54,309,043"
155,Lexington,2003,"3,895,494","8,923,232","62,709,090","6,855,432","611,777","2,537,961","18,136,118","770,026","4,708,465","4,520,919","113,668,514"
168,Marblehead,2003,"1,709,685","5,691,847","20,518,773","3,457,617","377,966","1,502,737","13,913,217","1,824,080",0,"3,395,629","52,391,551"
178,Melrose,2003,"2,563,571","7,004,360","22,872,492","3,815,485","516,088","1,452,134","10,344,444","1,668,605","3,094","2,312,130","52,552,403"
198,Natick,2003,"5,115,250","10,149,034","33,223,138","4,679,557","896,637","1,900,694","12,023,972","4,411,295",0,"9,211,707","81,611,284"
199,Needham,2003,"7,043,913","9,442,216","32,086,932","3,448,393","784,224","2,218,827","10,020,361","1,458,267","312,753","4,046,458","70,862,344"
284,Stoneham,2003,"1,905,232","7,003,114","21,663,194","3,031,002","444,521","1,666,733","4,617,893","1,205,011","225,012","4,123,858","45,885,570"
291,Swampscott,2003,"2,595,040","5,019,778","17,443,567","969,226","1,229,628","581,084","4,811,585","546,976","268,452","1,532,361","34,997,697"
317,Wellesley,2003,"3,404,882","8,373,368","38,663,667","5,843,188","774,741","4,006,186","8,049,270","1,000,627","3,670","4,201,510","74,321,109"
344,Winchester,2003,"7,059,799","6,310,048","23,845,968","4,524,892","349,814","1,326,295","7,702,639","1,734,967",0,"5,501,237","58,355,659"
010,Arlington,2002,"4,227,992","11,120,332","35,357,607","7,399,803","533,933","2,448,795","22,113,491","2,997,909","322,544","6,318,013","92,840,419"
046,Brookline,2002,"9,764,404","22,439,016","53,610,841","11,305,264","1,588,584","7,002,298","25,054,923","5,741,060",0,"12,752,495","149,258,885"
065,Cohasset,2002,"1,813,523","3,304,437","10,378,287","1,385,061","258,542","449,951","2,213,246","680,110","134,670","2,892,641","23,510,468"
082,Duxbury,2002,"1,853,307","4,698,439","21,799,117","3,259,570","258,012","1,403,890","6,248,798","398,380",0,"1,681,779","41,601,292"
100,Framingham,2002,"6,192,053","18,987,505","74,581,880","7,831,507","974,543","3,503,284","25,161,592","1,776,042",0,"9,041,873","148,050,279"
131,Hingham,2002,"2,260,801","7,536,126","25,190,010","3,811,479","559,293","1,093,544","4,760,246","1,363,833","129,785","4,159,925","50,865,042"
155,Lexington,2002,"3,648,278","8,437,655","58,954,338","5,714,463","592,917","2,394,317","14,218,442","829,578","3,950,244","5,490,150","104,230,382"
168,Marblehead,2002,"1,728,420","5,506,872","20,072,934","3,762,692","360,903","1,408,507","14,557,139","596,520","237,142","3,459,707","51,690,836"
178,Melrose,2002,"2,505,341","7,596,911","22,432,922","4,161,048","435,874","2,556,671","8,969,167",0,"73,913","1,928,645","50,660,492"
198,Natick,2002,"5,990,888","10,233,999","32,864,363","7,727,582","872,496","1,989,515","10,764,870","4,323,703","59,872","8,078,539","82,905,827"
199,Needham,2002,"6,597,596","9,288,256","30,051,451","3,069,052","749,126","2,146,310","9,495,801","1,458,035",0,"5,389,290","68,244,917"
284,Stoneham,2002,"1,973,788","6,750,808","20,627,504","3,150,835","470,819","1,688,597","4,751,689","994,169","162,123","3,600,914","44,171,246"
291,Swampscott,2002,"2,131,255","4,994,479","16,263,164","2,993,484","1,146,234","545,838","4,416,364","584,306",0,"2,652,102","35,727,226"
317,Wellesley,2002,"3,062,516","8,348,825","36,408,386","5,241,920","749,030","3,826,134","6,449,628","1,021,764","5,520","4,194,683","69,308,406"
344,Winchester,2002,"5,801,674","6,000,343","24,209,277","5,331,517","361,953","1,349,314","7,514,626","3,299,631","1,000","4,411,308","58,280,643"
